term_id,canonical_term,category,subcategory,definition,mechanical_role,typical_value_unit,design_notes,scope,added,search_tags
WG-1115,Mothership,Deployment & army building,Deployment / reserves,A parent platform that expands attachment capacity or allows associated units to enter play near it.,Makes one unit a deployment and force-organisation anchor for subordinate craft.,,Added from research batch v19; concise paraphrase retained after de-duplication. ,Generic concept,v19,mothership; parent carrier; deployment hub; naval / aerospace / science-fiction; generic design concept
WG-1116,Raking Strike,Combat & weapons,Reaction / movement attack,"A pass-through attack made against a model crossed during movement, resolving after the movement path creates the attack opportunity.",Couples movement path and attack eligibility.,,Added from research batch v19; concise paraphrase retained after de-duplication. ,Generic concept,v19,raking strike; strafing pass; fly-by attack; aerial / naval; generic design concept
WG-1117,Resupply Run,Damage & morale,Logistics / readiness,A support mission that allocates temporary supply tokens to nearby friendly units for later recovery or replenishment.,Models battlefield logistics as a discrete support action.,,Added from research batch v19; concise paraphrase retained after de-duplication. ,Generic concept,v19,resupply run; supply mission; replenishment run; logistics / naval; generic design concept
WG-1118,Take On Supplies,Damage & morale,Logistics / readiness,The act of consuming an allocated supply resource to remove disruption or attempt to clear a depleted-ammunition state.,Turns logistics tokens into recovery of readiness or ammunition.,,Added from research batch v19; concise paraphrase retained after de-duplication. ,Generic concept,v19,take on supplies; resupply; replenish; logistics; generic design concept
WG-1119,Stockpile,Damage & morale,Logistics / readiness,A finite local reserve that can absorb depletion states from nearby units and later clear some of those stored depletion markers.,Represents limited local logistics capacity with an explicit exhaustion ceiling.,,Added from research batch v19; concise paraphrase retained after de-duplication. ,Generic concept,v19,stockpile; ammunition stockpile; supply cache; logistics; generic design concept
WG-1120,Transfer Munitions,Damage & morale,Logistics / readiness,A logistics procedure that moves an ammunition-depletion state from a supported unit onto a supply-bearing unit or stockpile.,Models ammunition redistribution separately from generic healing or repair.,,Added from research batch v19; concise paraphrase retained after de-duplication. ,Generic concept,v19,transfer munitions; ammunition transfer; rearm; logistics; generic design concept
WG-1121,Unexpected Arrival,Deployment & army building,Deployment / reserves,A reserve-arrival method that bypasses the normal arrival roll and permits flexible placement in exchange for temporary movement or action penalties.,Trades reliable deep arrival for reduced immediate effectiveness.,,Added from research batch v19; concise paraphrase retained after de-duplication. ,Generic concept,v19,unexpected arrival; automatic reserve arrival; surprise arrival; deployment / reserves; generic design concept
WG-1122,Coordinated Defences,Special effect families,Support / defence,A defensive mechanism where nearby models in the same unit contribute to the protection of the model being attacked.,Rewards formation integrity by pooling defensive capability.,,Added from research batch v19; concise paraphrase retained after de-duplication. ,Generic concept,v19,coordinated defences; mutual defence; pooled defence; defence / formation; generic design concept
WG-1123,Escort Bay,Special effect families,Support / defence,"A support system that deploys a limited number of escort assets to nearby friendly units, subject to normal capacity limits.",Redistributes defensive subordinate assets during play.,,Added from research batch v19; concise paraphrase retained after de-duplication. ,Generic concept,v19,escort bay; escort deployment; support craft bay; naval / support; generic design concept
WG-1124,Game-Limited Campaign,Game format & scale,Campaign,A campaign whose duration is defined by a fixed or randomly determined number of missions.,Campaign duration / end condition,missions,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,game-limited campaign; fixed-length campaign; mission-limited campaign; campaign; generic design concept
WG-1125,Point-Limited Campaign,Game format & scale,Campaign,A campaign that ends when a participant reaches a specified victory-point threshold.,Campaign duration / victory condition,victory points,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,point-limited campaign; vp-threshold campaign; campaign; generic design concept
WG-1126,Time-Limited Campaign,Game format & scale,Campaign,A campaign that ends after a specified number of real-world time periods rather than a fixed number of battles.,Campaign duration / end condition,weeks or other time periods,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,time-limited campaign; calendar campaign; timed campaign; campaign; generic design concept
WG-1127,Endless Campaign,Game format & scale,Campaign,"An open-ended campaign with no mandatory final round, usually retaining cumulative standings.",Persistent campaign structure,ongoing VP or ranking,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,endless campaign; open campaign; ongoing campaign; campaign; generic design concept
WG-1128,Parallel Play,Game format & scale,Campaign,"A campaign structure allowing participants to play different numbers of matches concurrently, with scoring adjusted to compensate.",Campaign scheduling / participation normalisation,matches and adjusted VP,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,parallel play; parallel campaign play; campaign; generic design concept
WG-1129,Late Joiner,Game format & scale,Campaign,"A participant entering a campaign after it has begun, normally receiving defined starting resources or adjusted scoring.",Campaign participation / catch-up,army or campaign entry state,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,late joiner; mid-campaign entrant; campaign; generic design concept
WG-1130,Underdog Point,Game format & scale,Campaign,A compensating resource awarded according to the value gap between weaker and stronger campaign forces and spent to modify rolls.,Campaign catch-up mechanic,points spent on roll modifiers,Added from research batch v20; concise paraphrase retained after de-duplication. ,System-specific label,v20,underdog point; underdog resource; catch-up point; campaign / balancing; game-specific label
WG-1131,No Permadeath,Game format & scale,Campaign,An optional campaign mode in which a defeated unit is temporarily unavailable or loses progress instead of being permanently removed.,Campaign casualty severity option,matches missed / XP loss,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,no permadeath; non-lethal campaign mode; temporary casualty mode; campaign; generic design concept
WG-1132,Skill Set,Game format & scale,Campaign,A bounded family of advancement traits from which a character gains abilities as it levels.,Structures character progression,traits / levels,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,skill set; skill tree; advancement track; campaign / advancement; generic design concept
WG-1133,Disband Unit,Game format & scale,Campaign,"A campaign action that permanently removes a unit from the roster, normally forfeiting its accumulated experience and upgrades.",Roster management / force turnover,unit,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,disband unit; retire unit; dismiss unit; campaign / force management; generic design concept
WG-1134,Base Interval,Measurement & spatial,Formation / movement state,The maximum permitted spacing between component bases that must remain mutually connected as a unit.,Formation cohesion and footprint control,distance,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,base interval; cohesion interval; base spacing; historical / formation; generic design concept
WG-1135,Deployment Area,Deployment & army building,Deployment / reserves,The contiguous area occupied by a formation and the permitted spacing around and between its component elements.,Defines the spatial footprint within which attached or supporting elements operate,area / distance,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,deployment area; formation footprint; historical / formation; generic design concept
WG-1136,Stranded Base,Turn structure,Command & control,A component base separated beyond permitted formation spacing and unable to move normally until contact is restored.,Penalty for broken formation cohesion,distance / state,Added from research batch v20; concise paraphrase retained after de-duplication. ,System-specific label,v20,stranded base; isolated element; separated base; historical / command; game-specific label
WG-1137,Support Range,Measurement & spatial,Formation / movement state,A proximity distance within which friendly formations or units provide specified mutual support effects.,Spatial trigger for support mechanics,distance,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,support range; support radius; mutual-support distance; cross-genre / formation; generic design concept
WG-1138,Command Base Damage,Turn structure,Command & control,Damage applied to an abstract headquarters element that degrades the performance of subordinate formations rather than directly removing combat troops.,Models disruption of command infrastructure,damage points / roll modifier,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,command base damage; hq damage; command degradation; historical / command; generic design concept
WG-1139,Flexible Command,Turn structure,Command & control,A command-doctrine rating representing broad local discretion and improving a formation's ability to act under changing conditions.,Positive command-control modifier,roll modifier,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,flexible command; mission command; flexible doctrine; historical / command; generic design concept
WG-1140,Rigid Command,Turn structure,Command & control,A command-doctrine rating representing restricted local initiative and making formations less responsive to unexpected conditions.,Negative command-control modifier,roll modifier,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,rigid command; rigid doctrine; centralised command; historical / command; generic design concept
WG-1141,Tactically Stationary,Measurement & spatial,Formation / movement state,A movement-state threshold where a model may have physically moved but is still treated as stationary for specified combat effects.,Separates token movement from mechanically significant movement,distance threshold / state,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,tactically stationary; stationary threshold; modern / movement; generic design concept
WG-1142,Secondary Ammunition,Damage & morale,Logistics / readiness,A limited ammunition type carried alongside a primary weapon load and capable of becoming exhausted independently.,Tracks depletion of specialist ammunition without tracking every shot,ammo type / depletion state,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,secondary ammunition; special ammunition; limited ammunition; modern / logistics; generic design concept
WG-1143,Passing Fire,Combat & weapons,Reaction / movement attack,Fire resolved against an enemy while that enemy is conducting movement rather than during the firer's normal fire opportunity.,Reaction attack triggered by enemy movement,attack / movement trigger,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,passing fire; opportunity fire; movement reaction fire; historical / reaction fire; generic design concept
WG-1144,Combat Lull,Turn structure,Tempo,A temporary interruption in battle tempo that can cancel or curtail normal turn activity and trigger other scenario effects.,Introduces uncertain pauses into turn tempo,die result / turn state,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,combat lull; battle lull; operational pause; historical / tempo; generic design concept
WG-1145,Barrage Request Queue,Turn structure,Support request,An ordered pipeline of requested indirect-fire missions that arrive after delay as capacity becomes available.,Models communications and artillery response delay,requests / turns,Added from research batch v20; concise paraphrase retained after de-duplication. ,Generic concept,v20,barrage request queue; fire-mission queue; artillery request queue; historical / artillery; generic design concept
WG-1146,Manhandling,Deployment & army building,Deployment / reserves,Moving a crew-served gun or mortar without motorised transport.,Movement mode for heavy weapons without transport,distance / movement allowance,Added from research batch v20; concise paraphrase retained after de-duplication. ,Historical / common terminology,v20,manhandling; hand haul; crew movement; historical / artillery; historical/common terminology
WG-1147,Engineering Action,Terrain & battlefield,Engineering / battlefield state,A dedicated action spent performing battlefield engineering rather than ordinary movement or combat.,"Action economy for construction, clearance, demolition or preparation.",action / turn,Added from research batch v21; concise paraphrase retained after de-duplication. ,Generic concept,v21,engineering action; engineer task; engineering task; engineering / cross-genre; generic design concept
WG-1148,Demolition Action,Terrain & battlefield,Engineering / battlefield state,"A dedicated engineering action used to prepare or execute destruction of a terrain feature, obstacle or structure.",Separates destructive engineering from general engineering activity.,action / turn,Added from research batch v21; concise paraphrase retained after de-duplication. ,Generic concept,v21,demolition action; demolition task; engineering / demolition; generic design concept
WG-1149,Prepared Demolition,Terrain & battlefield,Engineering / battlefield state,A terrain feature or structure that has been pre-rigged for later destruction.,Creates a delayed or conditional terrain-destruction state.,state / marker,Added from research batch v21; concise paraphrase retained after de-duplication. ,Generic concept,v21,prepared demolition; wired demolition; rigged demolition; engineering / demolition; generic design concept
WG-1150,Remove Demolition,Terrain & battlefield,Engineering / battlefield state,An engineering task that neutralises previously prepared demolition charges before they can be triggered.,Counter-engineering against prepared terrain destruction.,action / test,Added from research batch v21; concise paraphrase retained after de-duplication. ,Generic concept,v21,remove demolition; disarm demolition; remove charges; engineering / counter-engineering; generic design concept
WG-1151,Minefield Density,Terrain & battlefield,Engineering / battlefield state,A rating describing how concentrated a minefield is and therefore how difficult or dangerous it is to cross.,Controls minefield passage difficulty without changing its physical footprint.,rating / modifier,Added from research batch v21; concise paraphrase retained after de-duplication. ,Generic concept,v21,minefield density; mine density; engineering / mine warfare; generic design concept
WG-1152,Surface-Laid Minefield,Terrain & battlefield,Engineering / battlefield state,A minefield whose mines are laid on or near the surface and may therefore be easier to detect or traverse than concealed mines.,Minefield subtype affecting detection or passage difficulty.,terrain state / modifier,Added from research batch v21; concise paraphrase retained after de-duplication. ,Historical / common terminology,v21,surface-laid minefield; surface mines; engineering / mine warfare; historical/common terminology
WG-1153,Dummy Minefield,Terrain & battlefield,Engineering / battlefield state,A false minefield represented like a real one until interaction reveals that it contains no effective mines.,Area-denial bluff and information-control mechanic.,marker / hidden state,Added from research batch v21; concise paraphrase retained after de-duplication. ,Generic concept,v21,dummy minefield; false minefield; decoy minefield; engineering / deception; generic design concept
WG-1154,Minefield Passage,Terrain & battlefield,Engineering / battlefield state,The procedure or test used when a unit attempts to move through an uncleared minefield.,Resolves risk while crossing an intact mine obstacle.,test / movement,Added from research batch v21; concise paraphrase retained after de-duplication. ,Generic concept,v21,minefield passage; mine passage; minefield crossing; engineering / mine warfare; generic design concept
WG-1155,Marked Lane,Terrain & battlefield,Engineering / battlefield state,A recognised route through a minefield that improves subsequent passage without removing the minefield as a whole.,Creates a reusable route through an otherwise persistent obstacle.,path / marker / modifier,Added from research batch v21; concise paraphrase retained after de-duplication. ,Historical / common terminology,v21,marked lane; marked mine lane; safe lane; engineering / mine warfare; historical/common terminology
WG-1156,Breach Action,Terrain & battlefield,Engineering / battlefield state,"An action dedicated to opening a usable route through a minefield, wire or comparable obstacle.",Creates passage through an obstacle at an action or tempo cost.,action / test,Added from research batch v21; concise paraphrase retained after de-duplication. ,Generic concept,v21,breach action; breaching action; engineering / obstacle reduction; generic design concept
WG-1157,By-Force Crossing,Terrain & battlefield,Engineering / battlefield state,A deliberate attempt to cross an intact minefield without first creating a safe breach.,Trades speed or necessity against minefield risk.,movement / attack exposure,Added from research batch v21; concise paraphrase retained after de-duplication. ,Generic concept,v21,by-force crossing; forced minefield crossing; force crossing; engineering / mine warfare; generic design concept
WG-1158,Breached Minefield,Terrain & battlefield,Engineering / battlefield state,A minefield containing an established safe or reduced-risk route while the surrounding mine obstacle remains effective.,Persistent obstacle state after successful breaching.,terrain state / path,Added from research batch v21; concise paraphrase retained after de-duplication. ,Generic concept,v21,breached minefield; minefield breach; breached hex; engineering / mine warfare; generic design concept
WG-1159,Breach Orientation,Terrain & battlefield,Engineering / battlefield state,"The direction through which an obstacle breach is usable, limiting passage to the route actually opened.",Preserves the geometry of a cleared lane rather than clearing an entire terrain area.,direction / hexside / path,Added from research batch v21; concise paraphrase retained after de-duplication. ,Generic concept,v21,breach orientation; oriented breach; breach direction; engineering / obstacle reduction; generic design concept
WG-1160,Mechanical Breaching,Terrain & battlefield,Engineering / battlefield state,Opening a route through an obstacle with specialist equipment or vehicles rather than dismounted manual effort.,Provides faster or safer obstacle reduction through specialist assets.,vehicle / equipment / path,Added from research batch v21; concise paraphrase retained after de-duplication. ,Historical / common terminology,v21,mechanical breaching; vehicle breaching; mechanical clearance; engineering / mine warfare; historical/common terminology
WG-1161,Bottleneck,Terrain & battlefield,Engineering / battlefield state,A terrain feature or breach that constrains movement and creates additional exposure or congestion as units pass through it.,Models congestion and vulnerability at restricted passages.,terrain state / movement trigger,Added from research batch v21; concise paraphrase retained after de-duplication. ,Generic concept,v21,bottleneck; choke point; movement bottleneck; movement / engineering; generic design concept
WG-1162,Wire Breach,Terrain & battlefield,Engineering / battlefield state,"A persistent opening created through a wire obstacle, often associated with a particular crossing point or direction.",Converts an impassable or costly obstacle segment into a usable passage.,hexside / marker / state,Added from research batch v21; concise paraphrase retained after de-duplication. ,Generic concept,v21,wire breach; breached wire; wire gap; engineering / obstacle reduction; generic design concept
WG-1163,Wire for Demolition,Terrain & battlefield,Engineering / battlefield state,The preparation step that changes a bridge or structure from intact to ready for a later demolition attempt.,"Separates preparation from triggering, allowing interruption and counterplay.",state / engineering test,Added from research batch v21; concise paraphrase retained after de-duplication. ,Generic concept,v21,wire for demolition; rig for demolition; arm demolition; engineering / demolition; generic design concept
WG-1164,Contested Demolition,Terrain & battlefield,Engineering / battlefield state,A demolition attempt triggered when enemy movement threatens a prepared structure or crossing.,Turns prepared destruction into a reaction to enemy approach.,reaction / test,Added from research batch v21; concise paraphrase retained after de-duplication. ,Generic concept,v21,contested demolition; reactive demolition; last-moment demolition; engineering / demolition; generic design concept
WG-1165,Bridge Repair,Terrain & battlefield,Engineering / battlefield state,An engineering process that restores a destroyed or unusable crossing to a usable state.,Reverses terrain destruction and restores mobility.,turns / engineer capacity,Added from research batch v21; concise paraphrase retained after de-duplication. ,Historical / common terminology,v21,bridge repair; crossing repair; engineering / bridging; historical/common terminology
WG-1166,Bridge-Laying Unit,Terrain & battlefield,Engineering / battlefield state,A specialist unit that deploys a temporary bridge or crossing aid onto the battlefield.,Creates a crossing through otherwise restrictive terrain.,unit / bridge marker,Added from research batch v21; concise paraphrase retained after de-duplication. ,Historical / common terminology,v21,bridge-laying unit; bridgelayer; assault bridge; engineering / bridging; historical/common terminology
WG-1167,Pontoon Bridge,Terrain & battlefield,Engineering / battlefield state,A temporary floating bridge assembled by engineers to carry units across a water obstacle.,Creates a constructed water crossing with an explicit engineering time or capacity cost.,length / sections / turns,Added from research batch v21; concise paraphrase retained after de-duplication. ,Historical / common terminology,v21,pontoon bridge; floating bridge; engineering / bridging; historical/common terminology
WG-1168,Bridge Train,Deployment & army building,Deployment / reserves,A transport formation carrying the modular components and equipment required to construct a temporary bridge.,Makes bridging capability dependent on transported engineering matériel.,vehicles / bridge components,Added from research batch v21; concise paraphrase retained after de-duplication. ,Historical / common terminology,v21,bridge train; bridging train; bridge convoy; engineering / logistics; historical/common terminology
WG-1169,Obstacle Reduction,Terrain & battlefield,Engineering / battlefield state,The process of degrading an obstacle sufficiently to permit easier movement without necessarily removing it completely.,Supports multi-stage obstacle states rather than binary present/absent terrain.,actions / tests / state,Added from research batch v21; concise paraphrase retained after de-duplication. ,Generic concept,v21,obstacle reduction; reduce obstacle; obstacle clearance; engineering / cross-genre; generic design concept
WG-1170,Minimal Damage,Combat,Low-effect attack,An attack profile that normally inflicts no damage but retains a small chance to cause a single point when it hits.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,minimal damage
WG-1171,Attack Direction,Combat,Facing resolution,A geometric check that determines which facing of a target receives an attack.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,attack direction
WG-1172,Range Bracket,Combat,Range band,A discrete distance band used to select an attack value or modifier instead of resolving each weapon at a unique continuous range.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,range bracket
WG-1173,Armor Bubble,Morale,Damage track unit,"A single markable unit on an armour track, removed before damage reaches internal structure.",,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,armor bubble
WG-1174,Structure Bubble,Morale,Damage track unit,A single markable unit on a structure track representing damage after external armour has been exhausted.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,structure bubble
WG-1175,Overheat Long,Combat,Heat trade-off ability,An ability extending an overheat-for-damage trade-off into the long-range bracket.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,overheat long
WG-1176,External Heat,Morale,Resource pressure,Heat imposed by enemy attacks or other outside effects rather than generated by the unit's own weapons.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,external heat
WG-1177,Fireteam Integrity,Command,Formation cohesion,A requirement that linked members remain within the positional and rules constraints needed to function as a Fireteam.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,fireteam integrity
WG-1178,Rejoin Fireteam,Command,Cohesion recovery,A procedure that allows an eligible member to return to a linked team after separation when the required conditions are restored.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,rejoin fireteam
WG-1179,Immobilized-A,Morale,Immobilisation state,A temporary disabling state that restricts a model's movement and is cleared through a defined recovery procedure.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,immobilized-a
WG-1180,Immobilized-B,Morale,Immobilisation state,A second immobilisation state with a different cause or recovery route from the A variant.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,immobilized-b
WG-1181,Disconnected State,Command,Network-loss state,A state representing a unit or game element losing the control link required for normal operation.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,disconnected state
WG-1182,Possessed State,Command,Control-transfer state,A state in which control of a unit is temporarily transferred or subverted by an opposing effect.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,possessed state
WG-1183,Sepsitorized State,Command,Permanent allegiance-change state,A game-specific state representing a hostile conversion that changes how the affected trooper is controlled.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,sepsitorized state
WG-1184,Unloaded State,Logistics,Weapon readiness state,A state showing that a limited or reload-dependent piece of equipment is currently unavailable until restored.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,unloaded state
WG-1185,Initiative Move,Turn Structure,Command-independent move,A movement allowance resolved before or without a successful command order when local circumstances permit.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,initiative move
WG-1186,March Column,Movement,Formation,"A narrow formation optimised for rapid movement, particularly along roads, at the cost of combat effectiveness.",,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,march column
WG-1187,Limbered Artillery,Movement,Artillery movement state,An artillery state configured for movement rather than firing.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,limbered artillery
WG-1188,Manhandled Artillery,Movement,Artillery movement mode,Artillery moved directly by its crew over a short distance without normal transport.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,manhandled artillery
WG-1189,Closing Fire,Combat,Charge reaction,Shooting resolved against an enemy as it closes into hand-to-hand combat.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,closing fire
WG-1190,Enfilading Fire,Combat,Positional fire advantage,"Fire delivered along a formation's vulnerable length or flank, gaining an accuracy or effect advantage.",,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,enfilading fire
WG-1191,Mixed Formation,Movement,Formation,A formation combining different deployment characteristics within one unit rather than using a single uniform frontage.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,mixed formation
WG-1192,Retire,Morale,Forced movement result,A morale or combat result requiring a unit to move away from the enemy while remaining on the battlefield.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,retire
WG-1193,Hold Ground,Morale,Morale result,A morale outcome in which a tested unit remains in its current position despite suffering pressure.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v16,hold ground
WG-1194,Aiming Point,Targeting,Artillery reference point,The selected point or enemy position used as the reference location for placing and resolving an indirect-fire bombardment.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,aiming point
WG-1195,Spotting Team,Targeting,Indirect-fire observer,A battlefield element that supplies line of sight and targeting information so an artillery unit can establish an indirect-fire solution.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,spotting team
WG-1196,Repeat Bombardment,Combat,Sustained indirect fire,"An indirect-fire attack made against a previously established target solution, avoiding some or all of the work needed to establish a new one.",,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,repeat bombardment
WG-1197,Smoke Screen,Terrain,Temporary LOS blocker,A temporary area or line of smoke placed by weapons that blocks or restricts line of sight until its expiry condition.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,smoke screen
WG-1198,Danger Close,Combat,Fire-support safety constraint,A restriction preventing or penalising indirect fire when friendly elements are too close to the intended impact area.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,danger close
WG-1199,Dug In,Terrain,Prepared defensive state,"A state gained after successfully preparing field positions, improving a unit's protection or concealment while it occupies them.",,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,dug in
WG-1200,Booby Trap,Engineering,Hidden obstacle,A concealed or delayed-reveal explosive obstacle triggered when an enemy enters or interacts with its location.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,booby trap
WG-1201,Barbed Wire Entanglement,Engineering,Linear obstacle,"A constructed linear obstacle that impedes infantry movement and may require a crossing, clearing or breaching procedure.",,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,barbed wire entanglement
WG-1202,Artillery Battery,Organisation,Fire-support unit,A grouped artillery unit treated as a single fire-support element for targeting and bombardment procedures.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,artillery battery
WG-1203,Ranging Attempt,Resolution,Iterative targeting attempt,One try in a limited sequence of tests used to establish an indirect-fire target solution.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,ranging attempt
WG-1204,Number of Weapons Firing,Combat,Volume-of-fire scaling,A rule that changes bombardment reliability or effect according to how many weapons participate in the fire mission.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,number of weapons firing
WG-1205,Defensive Fire,Combat,Assault reaction,Fire resolved by defenders during an enemy assault or charge before close combat is completed.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,defensive fire
WG-1206,Horde Mode,Scenario,Survival game mode,A scenario format in which defenders face successive enemy waves while protecting objectives and accumulating a score or progression benefits.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,horde mode
WG-1207,Enemy Wave,Scenario,Recurring reinforcement group,A batch of hostile units introduced together as one stage in an escalating survival scenario.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,enemy wave
WG-1208,Defence Objective,Objectives,Protected scenario asset,An objective the defending side must keep intact or under control while hostile waves attempt to destroy or seize it.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,defence objective
WG-1209,Kill Experience,Progression,In-battle progression reward,Experience awarded to a unit or hero for destroying enemy models during the current battle.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,kill experience
WG-1210,Overheating,Combat,Weapon risk keyword,A weapon drawback that can damage its own firing model when poor attack results occur.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,overheating
WG-1211,Fragile,Damage,Vulnerability keyword,A vulnerability rule that increases damage when the model first suffers harm during a defined period.,,,Imported from research batch during v21 relational rebuild.,System-specific label,v17,fragile
WG-1212,Tactician,Command & control,Resource generation,Unit keyword that contributes command dice without necessarily granting full command authority.,Designer use: Adds capacity to a command-resource pool.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,tactician
WG-1213,Recon Roll,Turn structure,Initiative determination,Pre-battle or opening test used to determine which side begins with initiative.,Designer use: Determines initial initiative or first activation.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,recon roll
WG-1214,Command Order,Command & control,Orders,Order available through a particular commander or command model rather than the whole faction.,Designer use: Spends command resources to apply commander-specific effects.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,command order
WG-1215,In Play,Rules language,Game state,State for a model or unit currently participating in the battle rather than destroyed or awaiting deployment.,"Designer use: Defines eligibility for rules, resources and effects.",,Imported from research batch during v21 relational rebuild.,System-specific label,v18,in play
WG-1216,Neutral Unit,Rules language,Allegiance,Model or unit controlled by neither main player and given special interaction rules by the scenario.,"Designer use: Represents civilians, creatures or other non-player battlefield actors.",,Imported from research batch during v21 relational rebuild.,System-specific label,v18,neutral unit
WG-1217,Leader Model,Organization,Unit role,Designated model used as the reference point or authority figure within a multi-model unit.,"Designer use: Provides measurement, removal or command reference for its unit.",,Imported from research batch during v21 relational rebuild.,System-specific label,v18,leader model
WG-1218,Sprint Action,Movement,Movement action,High-speed movement action using the faster movement allowance of a unit.,Designer use: Trades action opportunity for increased displacement.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,sprint action
WG-1219,Advance Action,Movement,Movement action,Standard movement action using a unit's normal movement allowance.,Designer use: Provides ordinary tactical repositioning.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,advance action
WG-1220,Weight of Fire,Shooting,Dice manipulation,Rule representing concentrated fire by allowing a limited number of attack dice to be re-rolled or otherwise improved.,Designer use: Improves reliability through volume rather than raw penetration.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,weight of fire
WG-1221,Exceptional Roll,Resolution & tests,Exceptional success threshold,Fallback procedure for tests whose nominal success threshold lies beyond the normal die range.,Designer use: Allows extreme difficulty without changing the core die type.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,exceptional roll
WG-1222,Out-of-Game Spell,Special effect families,Magic timing,"Spell resolved outside the normal battle sequence, usually during campaign preparation or aftermath.",Designer use: Moves magical effects into campaign or pre-battle procedure.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,out-of-game spell
WG-1223,Self-Only Spell,Special effect families,Magic targeting,Spell whose legal target is the caster alone.,Designer use: Restricts a magical effect to self-buffing or self-movement.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,self-only spell
